# skill_name_map.tsv - generated by poe_tools.py (build-item-names)
# generated: 2026-09-15T15:29:38Z
# GrantedEffects.Id (read live from memory) -> ActiveSkills.DisplayedName.
# columns: granted_effect_id	displayed_name	icon_ddsfile
MeleeAtAnimationSpeedWithDirectionalKnockbackOlroth	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedWolfCompanion	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedWolfPackleader	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAxeAxePlayer	Axe Slash	Art/2DArt/SkillIcons/DualWieldAxeDefaultSkill.dds
MeleeAxeAxeRogueExile	Axe Slash	Art/2DArt/SkillIcons/DualWieldAxeDefaultSkill.dds
MeleeBeetleFast	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeBowPlayer	Bow Shot	Art/2DArt/SkillIcons/BowDefaultSkill.dds
MeleeBowRogueExile	Bow Shot	Art/2DArt/SkillIcons/BowDefaultSkill.dds
MeleeClawClawPlayer	Claw Stab	Art/2DArt/SkillIcons/DualWieldClawDefaultSkill.dds
MeleeClawClawRogueExile	Claw Stab	Art/2DArt/SkillIcons/DualWieldClawDefaultSkill.dds
MeleeClawPlayer	Claw Stab	Art/2DArt/SkillIcons/OneHandClawDefaultSkill.dds
MeleeClawRogueExile	Claw Stab	Art/2DArt/SkillIcons/OneHandClawDefaultSkill.dds
MeleeCold	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeCrossbowPlayer	Crossbow Shot	Art/2DArt/SkillIcons/PowerShot.dds
MeleeCrossbowRogueExile	Crossbow Shot	Art/2DArt/SkillIcons/PowerShot.dds
MeleeDaggerDaggerPlayer	Dagger Stab	Art/2DArt/SkillIcons/TwoHandDaggerDefaultSkill.dds
MeleeDaggerDaggerRogueExile	Dagger Stab	Art/2DArt/SkillIcons/TwoHandDaggerDefaultSkill.dds
MeleeDaggerPlayer	Dagger Stab	Art/2DArt/SkillIcons/OneHandDaggerDefaultSkill.dds
MeleeDaggerRogueExile	Dagger Stab	Art/2DArt/SkillIcons/OneHandDaggerDefaultSkill.dds
MeleeFire	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeFlailPlayer	Flail Strike	Art/2DArt/SkillIcons/FlailDefaultSkill.dds
MeleeFlailRogueExile	Flail Strike	Art/2DArt/SkillIcons/FlailDefaultSkill.dds
MeleeGiantStarfishTentacle1	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacle2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacle3	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacle4	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacle5	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacleMortar1	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacleMortar2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacleMortar3	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacleMortar4	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacleMortar5	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacleSlam1	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacleSlam2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacleSlam3	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacleSlam4	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGiantStarfishTentacleSlam5	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeGrenadeLauncherPlayer	Grenade	Art/2DArt/SkillIcons/TheRedemption.dds
MeleeHalfDamageChaos	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeHeistTemplarArrow	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeHeistTemplarCaptain	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeHeistThugMelee1	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeHeistThugMelee2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeHeistThugMelee2_2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeHyrri	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeKaruiArcher	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeKaruiSergeant	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeLioneyeSanctum	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeMaceMacePlayer	Mace Strike	Art/2DArt/SkillIcons/DualWieldMaceDefaultSkill.dds
MeleeMaceMaceRogueExile	Mace Strike	Art/2DArt/SkillIcons/DualWieldMaceDefaultSkill.dds
MeleeMudBurrowerBite	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeMudBurrowerLeftCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeMudBurrowerRightCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleePartialChaos	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleePlayer	Default Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeQuarterstaffPlayer	Quarterstaff Strike	Art/2DArt/SkillIcons/QuarterstaffDefaultSkill.dds
MeleeQuarterstaffRogueExile	Quarterstaff Strike	Art/2DArt/SkillIcons/QuarterstaffDefaultSkill.dds
MeleeSpearOffHandPlayer	Spear Stab	Art/2DArt/SkillIcons/SpearDefaultSkill.dds
MeleeSpearPlayer	Spear Stab	Art/2DArt/SkillIcons/TwoHandSpearDefaultSkill.dds
MeleeSpearRogueExile	Spear Stab	Art/2DArt/SkillIcons/TwoHandSpearDefaultSkill.dds
MeleeSpiderViperStrike	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeSpiderWebAttach	Ensnaring Arrow	Art/2DArt/SkillIcons/EnsnaringArrow.dds
MeleeStalkerDoubleStrike	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeSwordSwordPlayer	Sword Slash	Art/2DArt/SkillIcons/DualWieldSwordDefaultSkill.dds
MeleeSwordSwordRogueExile	Sword Slash	Art/2DArt/SkillIcons/DualWieldSwordDefaultSkill.dds
MeleeUnarmedPlayer	Punch	Art/2DArt/SkillIcons/UnarmedDefaultSkill.dds
MeleeUnarmedRogueExile	Punch	Art/2DArt/SkillIcons/UnarmedDefaultSkill.dds
MeleeWithDirectionalKnockback	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MetaAnimusSplintersPlayer	Animus Splinters	Art/2DArt/SkillIcons/ExpeditionFalseLife.dds
MetaArcaneArcheryPlayer	[DNT-UNUSED] Arcane Archery	Art/2DArt/SkillIcons/iconbasicattack.dds
MetaBarrierInvocationPlayer	Barrier Invocation	Art/2DArt/SkillIcons/SorceressBarrierInvocation.dds
MetaCastCurseOnBlockPlayer	Curse on Block	Art/2DArt/SkillIcons/CastOnMeleeBlockSkill.dds
MetaCastFireSpellOnHitPlayer	Fire Spell on Melee Hit	Art/2DArt/SkillIcons/SmithOfKitavaTriggerFireballsSkillIcon.dds
MetaCastLightningSpellOnHitPlayer	Thundergod's Wrath	Art/2DArt/SkillIcons/CastLightningSpellOnHitSkill.dds
MetaCastOnBlockPlayer	Cast on Block	Art/2DArt/SkillIcons/CastOnMeleeBlockSkill.dds
MetaCastOnCharmUsePlayer	Cast on Charm Use	Art/2DArt/SkillIcons/CastOnCharm.dds
MetaCastOnCritPlayer	Cast on Critical	Art/2DArt/SkillIcons/CastOnCritSkill.dds
MetaCastOnDeathPlayer	Cast on Death	Art/2DArt/SkillIcons/DeathWalk.dds
MetaCastOnDodgePlayer	Cast on Dodge	Art/2DArt/SkillIcons/CastOnDodgeRollSkill.dds
MetaCastOnDodgeRogueExileMonk2	Cast on Dodge	Art/2DArt/SkillIcons/CastOnDodgeRollSkill.dds
MetaCastOnElementalAilmentPlayer	Cast on Elemental Ailment	Art/2DArt/SkillIcons/CastonFreezeShockIgnite.dds
MetaCastOnFreezePlayer	Cast on Freeze	Art/2DArt/SkillIcons/CastOnFreezeSkill.dds
MetaCastOnIgnitePlayer	Cast on Ignite	Art/2DArt/SkillIcons/CastOnIgniteSkill.dds
MetaCastOnMeleeKillPlayer	Cast on Melee Kill	Art/2DArt/SkillIcons/CastOnMeleeKillSkill.dds
MetaCastOnMeleeStunPlayer	Cast on Melee Stun	Art/2DArt/SkillIcons/CastOnMeleeStunSkill.dds
MetaCastOnMinionDeathPlayer	Cast on Minion Death	Art/2DArt/SkillIcons/CastOnMinionDeath.dds
MetaCastOnShockPlayer	Cast on Shock	Art/2DArt/SkillIcons/CastOnShockSkill.dds
MetaCastWhenDamageTakenPlayer	Cast when Damage Taken	Art/2DArt/SkillIcons/icononfire.dds
MetaCastWhenStunnedPlayer	Cast when Stunned	Art/2DArt/SkillIcons/TectonicSlam.dds
MetaCastWhileChannellingPlayer	Cast while Channelling	Art/2DArt/SkillIcons/CastWhileChannellingSkill.dds
MetaDeadeyeMarksPlayer	Called Shots	Art/2DArt/SkillIcons/DeadeyeMarkMetagemSkill.dds
MetaElementalInvocationPlayer	Elemental Invocation	Art/2DArt/SkillIcons/ElementalInvocationSkill.dds
MetaFeralInvocationPlayer	Feral Invocation	Art/2DArt/SkillIcons/DruidFeralInvocation.dds
MetaHollowFormPlayer	Hollow Form	Art/2DArt/SkillIcons/MartialArtistMantraofIllusionsSkill.dds
MetaMirageArcherPlayer	Mirage Archer	Art/2DArt/SkillIcons/LingeringMirageSkill.dds
MetaMirageArcherRogueExileHuntress2	Mirage Archer	Art/2DArt/SkillIcons/LingeringMirageSkill.dds
MetaMirageDeadeyePlayer	Mirage Deadeye	Art/2DArt/SkillIcons/RangerDeadeyeMirageSkill.dds
MetaMortarCannonPlayer	Mortar Cannon	Art/2DArt/SkillIcons/GrenadeBallistaSkillIcon.dds
MetaRangedAttackOnFreezePlayer	[DNT] Ranged Attack on Freeze	Art/2DArt/SkillIcons/iconbasicattack.dds
MetaRangedAttackOnIgnitePlayer	[DNT] Ranged Attack on Ignite	Art/2DArt/SkillIcons/iconbasicattack.dds
MetaRangedAttackOnShockPlayer	[DNT] Ranged Attack on Shock	Art/2DArt/SkillIcons/iconbasicattack.dds
MetaReapersInvocationPlayer	Reaper's Invocation	Art/2DArt/SkillIcons/MeleeInvocationSkill.dds
MetaRemnantsOfKalguurPlayer	Remnants of Kalguur	Art/2DArt/SkillIcons/ExpeditionRemnantsofKalguur.dds
MetaSpellslingerPlayer	Spellslinger	Art/2DArt/SkillIcons/SpellslingerWeaponSkill.dds
MeteorFireDjinn	Ruzhan's Reckoning	Art/2DArt/SkillIcons/SorceressFireDjinnMeteoricSlam.dds
MidnightStarPlayer	Midnight Zenith	Art/2DArt/SkillIcons/NattblomSkillIcon.dds
MinionMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MinionMeleeBow	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MinionMeleeStep	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MinionMeleeStepCooldown	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MirrorOfRefractionPlayer	Mirror of Refraction	Art/2DArt/SkillIcons/AtzirisRule.dds
MistRavenCommandDiveBomb	Mirror Breaker	Art/2DArt/SkillIcons/MistRavenCommand.dds
MistRavenCompanionSwoopPlayer	[DNT-UNUSED] mist_raven_companion_swoop	Art/2DArt/SkillIcons/iconbasicattack.dds
MistRavenDriveByAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MoltenBlastPlayer	Molten Blast	Art/2DArt/SkillIcons/BruteMoltenBlast.dds
MoltenCrashPlayer	Molten Crash	Art/2DArt/SkillIcons/VesselofWrath.dds
MomentOfVulnerabilityPlayer	Moment of Vulnerability	Art/2DArt/SkillIcons/passives/DruidOracleRipFromTimeSkill.dds
MonsterBurningArrow	Burning Arrow	Art/2DArt/SkillIcons/firearrow.dds
MonsterClusterBurst	Kinetic Blast	Art/2DArt/SkillIcons/clusterburst.dds
MonsterFreezingPulseWhirlwindExpedition	Freezing Pulse	Art/2DArt/SkillIcons/FreezingPulse.dds
MonsterLeapSlamFoothills	Leap Slam	Art/2DArt/SkillIcons/BruteLeapSlam.dds
MonsterModShroudWalker	Smoke Mine	Art/2DArt/SkillIcons/SmokeBomb.dds
MonsterModShroudWalker2	Smoke Mine	Art/2DArt/SkillIcons/SmokeBomb.dds
MonsterPuncture	Puncture	Art/2DArt/SkillIcons/puncture.dds
MonsterSplitArrow	Split Arrow	Art/2DArt/SkillIcons/iconsplitarrow.dds
MossMonsterWhirlingBlades	Whirling Blades	Art/2DArt/SkillIcons/iconbladeflurry.dds
MtxCoinFlipInnocencePlayer	Flip a coin	Art/2DArt/SkillIcons/CoinFlipMicroSkill.dds
MtxCoinFlipPerandusPlayer	Flip a coin	Art/2DArt/SkillIcons/CoinFlipMicroSkill.dds
MtxCoinFlipSilverPlayer	Flip a coin	Art/2DArt/SkillIcons/CoinFlipMicroSkill.dds
MtxCoinFlipSinPlayer	Flip a coin	Art/2DArt/SkillIcons/CoinFlipMicroSkill.dds
MtxCommandCrueltyKillerBirdPlayer	Mark as prey	Art/2DArt/SkillIcons/CarrionRaptorSkillIcon.dds
MtxCommandLandShark	Set Shark Bait	Art/2DArt/SkillIcons/CommandShark.dds
MtxCommandPiedPiperPetPlayer	Mesmerize	Art/2DArt/SkillIcons/MesmerHypnotiseIcon.dds
MtxDirectLineOfAntsPlayer	Direct Ants	Art/2DArt/SkillIcons/LineOfAntsSkillIcon.dds
MtxPolymorphCat1Player	Polymorph	Art/2DArt/SkillIcons/CatAspect.dds
MtxPolymorphCat2Player	Polymorph	Art/2DArt/SkillIcons/CatAspect.dds
MtxPolymorphCat3Player	Polymorph	Art/2DArt/SkillIcons/CatAspect.dds
MtxPolymorphCat4Player	Polymorph	Art/2DArt/SkillIcons/CatAspect.dds
MtxPolymorphCat5Player	Polymorph	Art/2DArt/SkillIcons/CatAspect.dds
MtxPolymorphLunarHare1Player	Polymorph	Art/2DArt/SkillIcons/CatAspect.dds
MtxPolymorphLunarHare2Player	Polymorph	Art/2DArt/SkillIcons/CatAspect.dds
MtxRaccoonTrashPlayer	Summon Barrel	Art/2DArt/SkillIcons/RaccoonPetSkillIcon.dds
MtxSeveredArmSlapPlayer	Arm Whack	Art/2DArt/SkillIcons/SeveredArmWeaponSkill.dds
MutantBirdDogMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MutantBirdDogMeleeBite	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MutantBirdDogMeleeMove	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MutewindWomanWhirlingBlades	Whirling Blades	Art/2DArt/SkillIcons/iconbladeflurry.dds
NemesisDaemonSummonSkeleton	Summon Skeletons	Art/2DArt/SkillIcons/iconraiseskeleton.dds
NightfallEmbraceTheFallPlayer	Embrace The Fall	Art/2DArt/SkillIcons/ShieldNightfall2.dds
NightfallSoaringMidnightPlayer	Soaring Midnight	Art/2DArt/SkillIcons/ShieldNightfall1.dds
OilBarragePlayer	Oil Barrage	Art/2DArt/SkillIcons/DruidElectricSpittle.dds
OilGrenadePlayer	Oil Grenade	Art/2DArt/SkillIcons/OilGrenade.dds
OilGrenadeRogueExileMercenary1	Oil Grenade	Art/2DArt/SkillIcons/OilGrenade.dds
OrbOfStormsPlayer	Orb of Storms	Art/2DArt/SkillIcons/SorceressOrbOfStorms.dds
OverwhelmingPresencePlayer	Overwhelming Presence	Art/2DArt/SkillIcons/OverwhelmingPressureSkill.dds
PainOfferingPlayer	Pain Offering	Art/2DArt/SkillIcons/WitchPainOffering.dds
PainOfferingRogueExileWitch1	Pain Offering	Art/2DArt/SkillIcons/WitchPainOffering.dds
PaleFrogShieldCharge	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
ParryPlayer	Parry	Art/2DArt/SkillIcons/HuntressBucklerParry.dds
PassiveTriggeredManaWaveWaterDjinn	Navira's Calming	Art/2DArt/SkillIcons/SorceressSummonWaterDjinn.dds
PerfectStrikePlayer	Perfect Strike	Art/2DArt/SkillIcons/BrutePerfectStrike.dds
PermafrostBoltsAmmoPlayer	Load Permafrost Bolts	Art/2DArt/SkillIcons/BurstShotPermafrost.dds
PermafrostBoltsPlayer	Permafrost Bolts	Art/2DArt/SkillIcons/BurstShotPermafrost.dds
PhantasmalArrowPlayer	Phantasmal Arrow	Art/2DArt/SkillIcons/GhostfuseArrow.dds
PinnacleOfPowerPlayer	Pinnacle of Power	Art/2DArt/SkillIcons/ElementalPowerSkillWand.dds
PlagueBearerNovaPlayer	Plague Bearer	Art/2DArt/SkillIcons/RangerPlagueBearerSkill.dds
PlagueBearerPlayer	Plague Bearer	Art/2DArt/SkillIcons/RangerPlagueBearerSkill.dds
PlagueBurstPlayer	Plague Burst	Art/2DArt/SkillIcons/RangerPlagueBearerSkill.dds
PlasmaBlastAmmoPlayer	Load Plasma Blast	Art/2DArt/SkillIcons/PowerShotStormblast.dds
PlasmaBlastAmmoRogueExileMercenary2	Load Plasma Blast	Art/2DArt/SkillIcons/PowerShotStormblast.dds
PlasmaBlastPlayer	Plasma Blast	Art/2DArt/SkillIcons/PowerShotStormblast.dds
PlasmaBlastRogueExileMercenary2	Plasma Blast	Art/2DArt/SkillIcons/PowerShotStormblast.dds
PlayerLightningCloneRetaliation	Lightning Clone Retaliation	
PlayerMonsterModShroudWalker	Smoke Mine	Art/2DArt/SkillIcons/SmokeBomb.dds
PlayerMonsterModShroudWalker2	Smoke Mine	Art/2DArt/SkillIcons/SmokeBomb.dds
PlayerSkillqwe_NEW_ENTRIES_GO_ABOVE_ME	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
PlaytestAttack	Playtest Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
PlaytestSlam	Playtest Slam	Art/2DArt/SkillIcons/BruteLeapSlam.dds
PlaytestSpell	Playtest Spell	Art/2DArt/SkillIcons/FireballSkillStaff.dds
PlungingBladePlayer	[DNT-UNUSED] Plunging Blade	Art/2DArt/SkillIcons/TectonicSlam.dds
PoisonBurstArrowPlayer	Poisonburst Arrow	Art/2DArt/SkillIcons/RangerPoisonBurstArrow.dds
PoisonBurstArrowRogueExileRanger2	Poisonburst Arrow	Art/2DArt/SkillIcons/RangerPoisonBurstArrow.dds
PowerSiphonPlayer	Power Siphon	Art/2DArt/SkillIcons/PowerSiphonWeaponSkill.dds
PoweredByVerisiumPlayer	Powered by Verisium	Art/2DArt/SkillIcons/ExpeditionVerisiumInfusion.dds
PrimalAvatarPlayer	Primal Avatar	Art/2DArt/SkillIcons/DruidPrimalAvatar.dds
PrimalAvatarQuadrillaSlamPlayer	[DNT] Primal Quadrilla Slam	Art/2DArt/SkillIcons/DruidPrimalAvatar.dds
PrimalBountyPlayer	Primal Bounty	Art/2DArt/SkillIcons/WildspeakerOwlFeathersSkill.dds
PrimalStrikesPlayer	Primal Strikes	Art/2DArt/SkillIcons/PrimalStrikesSkillIcon.dds
ProfaneRitualPlayer	Profane Ritual	Art/2DArt/SkillIcons/WitchProfaneRitual.dds
ProfaneRitualRogueExileWitch2	Profane Ritual	Art/2DArt/SkillIcons/WitchProfaneRitual.dds
PurityOfFirePlayer	Purity of Fire	Art/2DArt/SkillIcons/PurityofFireWeaponSkill.dds
PurityOfIcePlayer	Purity of Ice	Art/2DArt/SkillIcons/PurityofColdWeaponSkill.dds
PurityOfLightningPlayer	Purity of Lightning	Art/2DArt/SkillIcons/PurityofLightningWeaponSkill.dds
QuadrillaShieldCharge	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
QueensProcessionReservationPlayer	Queen's Procession	Art/2DArt/SkillIcons/RitualistQueenInTheMistsSkill.dds
RagingSpiritsPlayer	Raging Spirits	Art/2DArt/SkillIcons/WitchReservationRaginSpirits.dds
RagingSpiritsRogueExileSorceress1	Raging Spirits	Art/2DArt/SkillIcons/WitchReservationRaginSpirits.dds
RainOfArrowsPlayer	Rain of Arrows	Art/2DArt/SkillIcons/RangerRainOfArrowsSkill.dds
RainOfArrowsRogueExileRanger2	Rain of Arrows	Art/2DArt/SkillIcons/RangerRainOfArrowsSkill.dds
RainOfBladesPlayer	Rain of Blades	Art/2DArt/SkillIcons/ExpeditionRainofBlades.dds
RainOfBladesTriggeredPlayer	Falling Blade	Art/2DArt/SkillIcons/ExpeditionRainofBlades.dds
RaiseZombiePlayer	Raise Zombie	Art/2DArt/SkillIcons/WitchRaiseZombie.dds
RakePlayer	Rake	Art/2DArt/SkillIcons/HuntressBloodHunt.dds
RakeRogueExileHuntress2	Rake	Art/2DArt/SkillIcons/HuntressBloodHunt.dds
RakiataLacerate	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
RakiataSweep	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
RapidAssaultPlayer	Rapid Assault	Art/2DArt/SkillIcons/HuntressRapidAssault.dds
RapidAssaultRogueExileHuntress2	Rapid Assault	Art/2DArt/SkillIcons/HuntressRapidAssault.dds
RapidShotAmmoPlayer	Load Rapid Shot	Art/2DArt/SkillIcons/RapidShotIncendiary.dds
RapidShotAmmoRogueExileMercenary1	Load Rapid Shot	Art/2DArt/SkillIcons/RapidShotIncendiary.dds
RapidShotIncendiaryBoltMonster	Rapid Shot	Art/2DArt/SkillIcons/RapidShotIncendiary.dds
RapidShotPlayer	Rapid Shot	Art/2DArt/SkillIcons/RapidShotIncendiary.dds
RapidShotRogueExileMercenary1	Rapid Shot	Art/2DArt/SkillIcons/RapidShotIncendiary.dds
RavenousSwarmPlayer	Ravenous Swarm	Art/2DArt/SkillIcons/WitchRavenousSwarm.dds
ReapPlayer	Reap	Art/2DArt/SkillIcons/ReapWeaponSkill.dds
RedQueenVisagePlayer	[DNT] Red Queen's Visage	Art/2DArt/SkillIcons/HuntressBucklerParry.dds
RefutationPlayer	Refutation	Art/2DArt/SkillIcons/ExpeditionRunicFortress.dds
ReligiousTemplarCultistWeaponThrow	Spectral Throw	Art/2DArt/SkillIcons/ghostlythrow.dds
ReligiousTemplarWeaponThrow	Spectral Throw	Art/2DArt/SkillIcons/ghostlythrow.dds
ReliquaryMonsterFireball	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
ResonatingShieldPlayer	Resonating Shield	Art/2DArt/SkillIcons/BruteResonatingShield.dds
ResonatingShieldRogueExileWarrior2	Resonating Shield	Art/2DArt/SkillIcons/BruteResonatingShield.dds
ResurrectSkeletonClericMinion	Revive Skeleton	Art/2DArt/SkillIcons/WitchClericSkeleton.dds
RhoaMountPlayer	Rhoa Mount	Art/2DArt/SkillIcons/RhoaMountSkillIcon.dds
RhoaShieldCharge	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
RhoaShieldChargeTaunt	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
RhoaShieldChargeTauntHarvest	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
RighteousDescentPlayer	Righteous Descent	Art/2DArt/SkillIcons/ChallengersAscentSkill.dds
RingOfBladesPlayer	[DNT-UNUSED] Ring of Blades	Art/2DArt/SkillIcons/ViperStrike.dds
RiptideColdCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
RisenArbalestRainOfArrows	Rain of Arrows	Art/2DArt/SkillIcons/rainofarrows.dds
RitualSacrificePlayer	Ritual Sacrifice	Art/2DArt/SkillIcons/PrimalistStabCorpseSkillIcon.dds
RockSliderShieldCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
RockSliderShieldChargeSanctum	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
RollingMagmaPlayer	Rolling Magma	Art/2DArt/SkillIcons/DruidRollingMagma.dds
RollingSlamPlayer	Rolling Slam	Art/2DArt/SkillIcons/BruteDoubleSlam.dds
RollingSlamRogueExileWarrior1	Rolling Slam	Art/2DArt/SkillIcons/BruteDoubleSlam.dds
RootSerpentButtSlam	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
RootSerpentForwardSlam	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
RunicReprievePlayer	Runic Reprieve	Art/2DArt/SkillIcons/ExpeditionKalguuranWard.dds
RunicTemperingPlayer	Runic Tempering	Art/2DArt/SkillIcons/SerlesMasterwork.dds
RustKingMeleeClawSwipe	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
RustKingMeleeCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
RustKingMeleeWeaponSlash	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
SOMTXLegionCommanderDemonBoss	Summon an image of K'tash, the Hate Shepherd	Art/2DArt/SkillIcons/LegionCommanderDemonFodder1.dds
SOMTXLegionCommanderDemonElite	Summon Demon Harpy	Art/2DArt/SkillIcons/LegionCommanderDemonElite1.dds
SOMTXLegionCommanderDemonFodder1	Summon Demon Imp	Art/2DArt/SkillIcons/LegionCommanderDemonBoss.dds
SOMTXLegionCommanderDemonFodder2	Summon Demon Beast	Art/2DArt/SkillIcons/LegionCommanderDemonFodder2.dds
SOMTXLegionCommanderPaleBoss	Summon an image of Beidat, Archangel of Death	Art/2DArt/SkillIcons/LegionCommanderPaleFodder3.dds
SOMTXLegionCommanderPaleElite	Summon Pale Angel	Art/2DArt/SkillIcons/LegionCommanderPaleFodder1.dds
SOMTXLegionCommanderPaleFodder1	Summon Pale Cherubim	Art/2DArt/SkillIcons/LegionCommanderPaleElite1.dds
SOMTXLegionCommanderPaleFodder2	Summon Pale Servitor	Art/2DArt/SkillIcons/LegionCommanderPaleBoss.dds
SacredGroundPlayer	Rite of Restoration	Art/2DArt/SkillIcons/HuskofDreamsSkill.dds
SacrificePlayer	Sacrifice	Art/2DArt/SkillIcons/HarvesterSkill.dds
SacrificeRogueExileWitch2	Sacrifice	Art/2DArt/SkillIcons/HarvesterSkill.dds
SanctumElreonConsecratedPath	Consecrated Path	Art/2DArt/SkillIcons/HolyPath.dds
SanguineRevelryPlayer	Sanguine Revelry	Art/2DArt/SkillIcons/CrimsonChrysalis.dds
SavageFuryActivePlayer	Savage Fury	Art/2DArt/SkillIcons/DruidWildBeast.dds
SavageFuryPlayer	Savage Fury	Art/2DArt/SkillIcons/DruidWildBeast.dds
ScatteringCalamityPlayer	His Scattering Calamity	Art/2DArt/SkillIcons/ScatteringCalamity.dds
ScavengedPlatingPlayer	Scavenged Plating	Art/2DArt/SkillIcons/BruteScavengedPlating.dds
SeismicCryPlayer	Seismic Cry	Art/2DArt/SkillIcons/BruteSeismicCry.dds
SeismicCryRogueExileWarrior2	Seismic Cry	Art/2DArt/SkillIcons/BruteSeismicCry.dds
SentinelEmpowerPetrificationStatue	Petrification Statue	Art/2DArt/SkillIcons/SummonPetrificationStatue.dds
SerpentClanCurse	Vulnerability	Art/2DArt/SkillIcons/vulnerability.dds
SerpentClanCurseBoss	Vulnerability	Art/2DArt/SkillIcons/vulnerability.dds
